北汽制造	中国	28	-	202007
理念	中国	19	-	202007
东风	中国	11	-	202007
纳智捷	中国	10	-	202007
雷诺	法国	7	-	202007
福迪	中国	7	-	202007
福田乘用车	中国	6	-	202007
大运汽车	中国	5	-	202007
陆风	中国	5	-	202007
北汽幻速	中国	4	-	202007
大众	德国	241554	14.04%	202008
本田	日本	145798	8.47%	202008
丰田	日本	118011	6.86%	202008
日产	日本	103136	5.99%	202008
吉利汽车	中国	93117	5.41%	202008
别克	美国	86249	5.01%	202008
长安	中国	73831	4.29%	202008
宝马	德国	65558	3.81%	202008
五菱汽车	中国	64770	3.76%	202008
奥迪	德国	60629	3.52%	202008
哈弗	中国	56128	3.26%	202008
奔驰	德国	55241	3.21%	202008
荣威	中国	43742	2.54%	202008
奇瑞	中国	40359	2.35%	202008
现代	韩国	30034	1.75%	202008
比亚迪	中国	30024	1.75%	202008
广汽传祺	中国	27700	1.61%	202008
凯迪拉克	美国	21220	1.23%	202008
福特	美国	21144	1.23%	202008
红旗	中国	21020	1.22%	202008
起亚	韩国	20390	1.19%	202008
新宝骏	中国	20215	1.17%	202008
雪佛兰	美国	20153	1.17%	202008
马自达	日本	17616	1.02%	202008
宝骏	中国	17523	1.02%	202008
领克	中国	17098	0.99%	202008
名爵	中国	16744	0.97%	202008
斯柯达	捷克	16000	0.93%	202008
捷达	德国	13088	0.76%	202008
沃尔沃	瑞典	11954	0.69%	202008
捷途	中国	9703	0.56%	202008
东风风光	中国	8918	0.52%	202008
江汽集团	中国	8592	0.5%	202008
东风风行	中国	7103	0.41%	202008
金杯	中国	7073	0.41%	202008
北京汽车	中国	6286	0.37%	202008
广汽埃安	中国	6004	0.35%	202008
长安欧尚	中国	5917	0.34%	202008
上汽大通MAXUS	中国	5518	0.32%	202008
三菱	日本	5002	0.29%	202008
长城	中国	4859	0.28%	202008
欧拉	中国	4783	0.28%	202008
奔腾	中国	4446	0.26%	202008
路虎	英国	4020	0.23%	202008
蔚来	中国	3761	0.22%	202008
SWM斯威汽车	中国	3712	0.22%	202008
启辰	中国	3624	0.21%	202008
凯翼	中国	3209	0.19%	202008
Jeep	美国	3201	0.19%	202008
比速汽车	中国	3076	0.18%	202008
魏牌	中国	3051	0.18%	202008
东风小康	中国	2993	0.17%	202008
理想	中国	2711	0.16%	202008
英菲尼迪	日本	2604	0.15%	202008
东风风神	中国	2441	0.14%	202008
威马汽车	中国	2057	0.12%	202008
捷豹	英国	2004	0.12%	202008
标致	法国	1946	0.11%	202008
北汽新能源	中国	1785	0.1%	202008
星途	中国	1555	0.09%	202008
中国重汽VGV	中国	1395	0.08%	202008
林肯	美国	1233	0.07%	202008
铃木	日本	1214	0.07%	202008
哪吒汽车	中国	1205	0.07%	202008
东南	中国	1167	0.07%	202008
吉利几何	中国	1110	0.06%	202008
北京	中国	1079	0.06%	202008
观致	中国	1062	0.06%	202008
雪铁龙	法国	924	0.05%	202008
讴歌	日本	802	0.05%	202008
广汽集团	中国	686	0.04%	202008
欧尚汽车	中国	655	0.04%	202008
小鹏汽车	中国	623	0.04%	202008
思铭	中国	591	0.03%	202008
福田	中国	540	0.03%	202008
宝沃	德国	537	0.03%	202008
野马汽车	中国	492	0.03%	202008
云度	中国	465	0.03%	202008
中华	中国	354	0.02%	202008
福汽启腾	中国	325	0.02%	202008
海马	中国	274	0.02%	202008
腾势	中国	243	0.01%	202008
江铃集团新能源	中国	219	0.01%	202008
江铃	中国	219	0.01%	202008
合创汽车	中国	206	0.01%	202008
长安凯程	中国	202	0.01%	202008
北汽昌河	中国	190	0.01%	202008
五十铃	日本	179	0.01%	202008
瑞驰新能源	中国	91	0.01%	202008
开瑞	中国	81	-	202008
东风	中国	75	-	202008
SERES赛力斯	中国	59	-	202008
北汽制造	中国	30	-	202008
DS	法国	22	-	202008
北汽幻速	中国	2	-	202008
大众	德国	293916	14.36%	202009
本田	日本	181403	8.86%	202009
丰田	日本	165493	8.08%	202009
日产	日本	112014	5.47%	202009
吉利汽车	中国	102451	5%	202009
别克	美国	98722	4.82%	202009
长安	中国	81796	4%	202009
哈弗	中国	79120	3.87%	202009
五菱汽车	中国	77418	3.78%	202009
奥迪	德国	72298	3.53%	202009
奔驰	德国	63008	3.08%	202009
宝马	德国	56350	2.75%	202009
奇瑞	中国	42694	2.09%	202009
荣威	中国	41873	2.05%	202009
比亚迪	中国	40905	2%	202009
宝骏	中国	37066	1.81%	202009
广汽传祺	中国	31119	1.52%	202009
雪佛兰	美国	28605	1.4%	202009
现代	韩国	28595	1.4%	202009
起亚	韩国	26143	1.28%	202009
凯迪拉克	美国	26001	1.27%	202009
福特	美国	25554	1.25%	202009
马自达	日本	21953	1.07%	202009
红旗	中国	21518	1.05%	202009
长安欧尚	中国	21392	1.05%	202009
新宝骏	中国	20290	0.99%	202009
沃尔沃	瑞典	19327	0.94%	202009
名爵	中国	18626	0.91%	202009
斯柯达	捷克	18163	0.89%	202009
领克	中国	17098	0.84%	202009
捷达	德国	15036	0.73%	202009
捷途	中国	10466	0.51%	202009
江汽集团	中国	9926	0.48%	202009
英菲尼迪	日本	9504	0.46%	202009
北京汽车	中国	9400	0.46%	202009
东风风行	中国	9075	0.44%	202009
魏牌	中国	9037	0.44%	202009
启辰	中国	9020	0.44%	202009
东风风光	中国	8569	0.42%	202009
金杯	中国	8008	0.39%	202009
三菱	日本	7149	0.35%	202009
路虎	英国	6075	0.3%	202009
东风小康	中国	5587	0.27%	202009
奔腾	中国	5508	0.27%	202009
蔚来	中国	5003	0.24%	202009
上汽大通MAXUS	中国	4415	0.22%	202009
Jeep	美国	3862	0.19%	202009
SWM斯威汽车	中国	3655	0.18%	202009
凯翼	中国	3502	0.17%	202009
东风风神	中国	3252	0.16%	202009
东风	中国	3150	0.15%	202009
标致	法国	2585	0.13%	202009
威马汽车	中国	2107	0.1%	202009
铃木	日本	2093	0.1%	202009
哪吒汽车	中国	2023	0.1%	202009
星途	中国	2016	0.1%	202009
北京	中国	1963	0.1%	202009
中国重汽VGV	中国	1610	0.08%	202009
东南	中国	1256	0.06%	202009
讴歌	日本	1163	0.06%	202009
雪铁龙	法国	1137	0.06%	202009
吉利几何	中国	1110	0.05%	202009
小鹏汽车	中国	853	0.04%	202009
福田乘用车	中国	797	0.04%	202009
云度	中国	686	0.03%	202009
宝沃	德国	649	0.03%	202009
思皓	中国	642	0.03%	202009
中华	中国	519	0.03%	202009
腾势	中国	445	0.02%	202009
北汽昌河	中国	372	0.02%	202009
福汽启腾	中国	359	0.02%	202009
北汽新能源	中国	320	0.02%	202009
SERES赛力斯	中国	311	0.02%	202009
海马	中国	295	0.01%	202009
瑞驰新能源	中国	250	0.01%	202009
陆风	中国	215	0.01%	202009
北汽制造	中国	196	0.01%	202009
长城	中国	151	0.01%	202009
五十铃	日本	145	0.01%	202009
江铃	中国	138	0.01%	202009
江铃集团新能源	中国	114	0.01%	202009
开瑞	中国	105	0.01%	202009
北汽威旺	中国	100	-	202009
DS	法国	82	-	202009
合创汽车	中国	54	-	202009
雷诺	法国	18	-	202009
理念	中国	16	-	202009
力帆汽车	中国	12	-	202009
东风风度	中国	12	-	202009
大众	德国	278350	13.24%	202010
本田	日本	171942	8.18%	202010
丰田	日本	136787	6.51%	202010
吉利汽车	中国	116244	5.53%	202010
日产	日本	111857	5.32%	202010
别克	美国	99057	4.71%	202010
哈弗	中国	97950	4.66%	202010
长安	中国	95266	4.53%	202010
五菱汽车	中国	84716	4.03%	202010
奥迪	德国	63998	3.05%	202010
奇瑞	中国	54926	2.61%	202010
奔驰	德国	53964	2.57%	202010
宝马	德国	47166	2.24%	202010
比亚迪	中国	46560	2.22%	202010
荣威	中国	44307	2.11%	202010
现代	韩国	42596	2.03%	202010
雪佛兰	美国	31641	1.51%	202010
宝骏	中国	31158	1.48%	202010
广汽传祺	中国	30722	1.46%	202010
起亚	韩国	27637	1.32%	202010
名爵	中国	26090	1.24%	202010
凯迪拉克	美国	25316	1.2%	202010
福特	美国	24782	1.18%	202010
红旗	中国	23018	1.1%	202010
领克	中国	21868	1.04%	202010
马自达	日本	20565	0.98%	202010
长安欧尚	中国	18284	0.87%	202010
斯柯达	捷克	17700	0.84%	202010
沃尔沃	瑞典	17134	0.82%	202010
捷途	中国	16108	0.77%	202010
捷达	德国	15528	0.74%	202010
新宝骏	中国	15000	0.71%	202010
东风风光	中国	13586	0.65%	202010
英菲尼迪	日本	9760	0.46%	202010
启辰	中国	9217	0.44%	202010
魏牌	中国	9076	0.43%	202010
三菱	日本	8425	0.4%	202010
东风风行	中国	8395	0.4%	202010
金杯	中国	8228	0.39%	202010
欧拉	中国	7920	0.38%	202010
江汽集团	中国	7793	0.37%	202010
北京汽车	中国	7546	0.36%	202010
广汽埃安	中国	7013	0.33%	202010
林肯	美国	5720	0.27%	202010
路虎	英国	5508	0.26%	202010
东风风神	中国	5444	0.26%	202010
上汽大通MAXUS	中国	5158	0.25%	202010
蔚来	中国	5145	0.24%	202010
奔腾	中国	4931	0.23%	202010
SWM斯威汽车	中国	4338	0.21%	202010
Jeep	美国	4007	0.19%	202010
凯翼	中国	3737	0.18%	202010
理想	中国	3692	0.18%	202010
东风小康	中国	3687	0.18%	202010
东风	中国	3390	0.16%	202010
比速汽车	中国	3344	0.16%	202010
威马汽车	中国	3003	0.14%	202010
观致	中国	2728	0.13%	202010
标致	法国	2586	0.12%	202010
北京	中国	2306	0.11%	202010
星途	中国	2161	0.1%	202010
哪吒汽车	中国	2056	0.1%	202010
吉利几何	中国	1914	0.09%	202010
思皓	中国	1789	0.09%	202010
捷豹	英国	1758	0.08%	202010
欧尚汽车	中国	1607	0.08%	202010
讴歌	日本	1260	0.06%	202010
中国重汽VGV	中国	1235	0.06%	202010
雪铁龙	法国	1224	0.06%	202010
东南	中国	1139	0.05%	202010
铃木	日本	1079	0.05%	202010
思铭	中国	891	0.04%	202010
小鹏汽车	中国	815	0.04%	202010
福田乘用车	中国	803	0.04%	202010
云度	中国	788	0.04%	202010
福田	中国	720	0.03%	202010
宝沃	德国	683	0.03%	202010
广汽集团	中国	665	0.03%	202010
中华	中国	631	0.03%	202010
理念	中国	554	0.03%	202010
北汽新能源	中国	513	0.02%	202010
福汽启腾	中国	414	0.02%	202010
腾势	中国	350	0.02%	202010
海马	中国	312	0.01%	202010
北汽制造	中国	301	0.01%	202010
SERES赛力斯	中国	300	0.01%	202010
瑞驰新能源	中国	277	0.01%	202010
长安凯程	中国	206	0.01%	202010
开瑞	中国	196	0.01%	202010
五十铃	日本	170	0.01%	202010
陆风	中国	149	0.01%	202010
凌宝汽车	中国	119	0.01%	202010
长城	中国	117	0.01%	202010
北汽昌河	中国	93	-	202010
江铃	中国	79	-	202010
力帆汽车	中国	72	-	202010
北汽幻速	中国	69	-	202010
合创汽车	中国	66	-	202010
大运汽车	中国	24	-	202010
江铃集团新能源	中国	20	-	202010
DS	法国	7	-	202010
东风风度	中国	7	-	202010
大众	德国	300126	13.15%	202011
本田	日本	179830	7.88%	202011
丰田	日本	157158	6.88%	202011
吉利汽车	中国	125712	5.51%	202011
日产	日本	119440	5.23%	202011
别克	美国	110299	4.83%	202011
哈弗	中国	101812	4.46%	202011
长安	中国	97054	4.25%	202011
五菱汽车	中国	95663	4.19%	202011
奥迪	德国	66756	2.92%	202011
奇瑞	中国	64650	2.83%	202011
奔驰	德国	62451	2.74%	202011
宝马	德国	61219	2.68%	202011
比亚迪	中国	52806	2.31%	202011
现代	韩国	49327	2.16%	202011
荣威	中国	42171	1.85%	202011
名爵	中国	38671	1.69%	202011
宝骏	中国	35879	1.57%	202011
广汽传祺	中国	33383	1.46%	202011
雪佛兰	美国	31411	1.38%	202011
福特	美国	27263	1.19%	202011
红旗	中国	25087	1.1%	202011
凯迪拉克	美国	24308	1.06%	202011
领克	中国	22798	1%	202011
起亚	韩国	22277	0.98%	202011
捷途	中国	20586	0.9%	202011
马自达	日本	20165	0.88%	202011
沃尔沃	瑞典	19301	0.85%	202011
长安欧尚	中国	18491	0.81%	202011
斯柯达	捷克	15865	0.69%	202011
捷达	德国	15668	0.69%	202011
新宝骏	中国	15430	0.68%	202011
东风风光	中国	13736	0.6%	202011
欧拉	中国	11517	0.5%	202011
东风风行	中国	9381	0.41%	202011
三菱	日本	9151	0.4%	202011
魏牌	中国	9122	0.4%	202011
启辰	中国	9106	0.4%	202011
英菲尼迪	日本	8808	0.39%	202011
广汽埃安	中国	7191	0.31%	202011
江汽集团	中国	7165	0.31%	202011
金杯	中国	7077	0.31%	202011
奔腾	中国	6138	0.27%	202011
上汽大通MAXUS	中国	6120	0.27%	202011
林肯	美国	6053	0.27%	202011
路虎	英国	5915	0.26%	202011
北京汽车	中国	5730	0.25%	202011
蔚来	中国	5500	0.24%	202011
东风风神	中国	4903	0.21%	202011
小鹏汽车	中国	4650	0.2%	202011
理想	中国	4646	0.2%	202011
东风小康	中国	4145	0.18%	202011
凯翼	中国	4046	0.18%	202011
SWM斯威汽车	中国	3926	0.17%	202011
思皓	中国	3812	0.17%	202011
标致	法国	3764	0.16%	202011
Jeep	美国	3655	0.16%	202011
比速汽车	中国	3353	0.15%	202011
东风	中国	3232	0.14%	202011
威马汽车	中国	3018	0.13%	202011
观致	中国	2665	0.12%	202011
北京	中国	2536	0.11%	202011
星途	中国	2481	0.11%	202011
哪吒汽车	中国	2122	0.09%	202011
吉利几何	中国	2007	0.09%	202011
捷豹	英国	1986	0.09%	202011
铃木	日本	1926	0.08%	202011
雪铁龙	法国	1737	0.08%	202011
北汽新能源	中国	1660	0.07%	202011
欧尚汽车	中国	1465	0.06%	202011
中国重汽VGV	中国	1357	0.06%	202011
东南	中国	1121	0.05%	202011
北汽昌河	中国	994	0.04%	202011
讴歌	日本	908	0.04%	202011
云度	中国	906	0.04%	202011
福田乘用车	中国	778	0.03%	202011
中华	中国	708	0.03%	202011
福田	中国	674	0.03%	202011
海马	中国	661	0.03%	202011
广汽集团	中国	654	0.03%	202011
宝沃	德国	605	0.03%	202011
理念	中国	557	0.02%	202011
瑞驰新能源	中国	540	0.02%	202011
思铭	中国	531	0.02%	202011
国机智骏	中国	526	0.02%	202011
腾势	中国	462	0.02%	202011
福汽启腾	中国	386	0.02%	202011
陆风	中国	337	0.01%	202011
北汽制造	中国	315	0.01%	202011
凌宝汽车	中国	275	0.01%	202011
大运汽车	中国	250	0.01%	202011
江铃	中国	202	0.01%	202011
力帆汽车	中国	174	0.01%	202011
开瑞	中国	141	0.01%	202011
五十铃	日本	121	0.01%	202011
长安凯程	中国	117	0.01%	202011
长城	中国	104	-	202011
江铃集团新能源	中国	102	-	202011
SERES赛力斯	中国	59	-	202011
DS	法国	25	-	202011
雷诺	法国	20	-	202011
东风风度	中国	6	-	202011
合创汽车	中国	3	-	202011
福迪	中国	1	-	202011
大众	德国	269012	11.44%	202012
本田	日本	192760	8.19%	202012
丰田	日本	145614	6.19%	202012
别克	美国	128592	5.47%	202012
吉利汽车	中国	127932	5.44%	202012
日产	日本	123532	5.25%	202012
五菱汽车	中国	112855	4.8%	202012
哈弗	中国	105485	4.48%	202012
长安	中国	68887	2.93%	202012
奇瑞	中国	68174	2.9%	202012
奔驰	德国	60624	2.58%	202012
荣威	中国	55675	2.37%	202012
比亚迪	中国	55075	2.34%	202012
宝马	德国	54834	2.33%	202012
现代	韩国	51343	2.18%	202012
奥迪	德国	50301	2.14%	202012
名爵	中国	47813	2.03%	202012
宝骏	中国	39570	1.68%	202012
雪佛兰	美国	37764	1.61%	202012
广汽传祺	中国	31506	1.34%	202012
福特	美国	30552	1.3%	202012
新宝骏	中国	28677	1.22%	202012
捷途	中国	27904	1.19%	202012
凯迪拉克	美国	27524	1.17%	202012
马自达	日本	26940	1.15%	202012
领克	中国	24853	1.06%	202012
长安欧尚	中国	24407	1.04%	202012
起亚	韩国	22749	0.97%	202012
沃尔沃	瑞典	21819	0.93%	202012
红旗	中国	21521	0.91%	202012
东风风光	中国	17697	0.75%	202012
东风风行	中国	15016	0.64%	202012
欧拉	中国	12745	0.54%	202012
斯柯达	捷克	11537	0.49%	202012
启辰	中国	11466	0.49%	202012
三菱	日本	11192	0.48%	202012
捷达	德国	10410	0.44%	202012
魏牌	中国	10031	0.43%	202012
英菲尼迪	日本	9946	0.42%	202012
上汽大通MAXUS	中国	8267	0.35%	202012
奔腾	中国	7618	0.32%	202012
金杯	中国	7437	0.32%	202012
广汽埃安	中国	7306	0.31%	202012
凯翼	中国	7282	0.31%	202012
蔚来	中国	6623	0.28%	202012
江汽集团	中国	6506	0.28%	202012
小鹏汽车	中国	6420	0.27%	202012
北京汽车	中国	6270	0.27%	202012
理想	中国	6126	0.26%	202012
路虎	英国	5655	0.24%	202012
林肯	美国	5458	0.23%	202012
Jeep	美国	5176	0.22%	202012
SWM斯威汽车	中国	5046	0.21%	202012
东风风神	中国	4626	0.2%	202012
东风	中国	4163	0.18%	202012
标致	法国	4059	0.17%	202012
东风小康	中国	3938	0.17%	202012
比速汽车	中国	3521	0.15%	202012
思皓	中国	3167	0.13%	202012
零跑汽车	中国	3024	0.13%	202012
哪吒汽车	中国	3015	0.13%	202012
铃木	日本	2869	0.12%	202012
观致	中国	2668	0.11%	202012
威马汽车	中国	2588	0.11%	202012
星途	中国	2527	0.11%	202012
北京	中国	2151	0.09%	202012
雪铁龙	法国	2016	0.09%	202012
捷豹	英国	1989	0.08%	202012
海马	中国	1737	0.07%	202012
东南	中国	1593	0.07%	202012
中国重汽VGV	中国	1469	0.06%	202012
吉利几何	中国	1417	0.06%	202012
讴歌	日本	1224	0.05%	202012
思铭	中国	1167	0.05%	202012
云度	中国	1012	0.04%	202012
福汽启腾	中国	904	0.04%	202012
瑞驰新能源	中国	882	0.04%	202012
爱驰	中国	881	0.04%	202012
大运汽车	中国	740	0.03%	202012
睿蓝汽车	中国	727	0.03%	202012
广汽集团	中国	707	0.03%	202012
宝沃	德国	640	0.03%	202012
国机智骏	中国	627	0.03%	202012
理念	中国	603	0.03%	202012
欧尚汽车	中国	567	0.02%	202012
腾势	中国	481	0.02%	202012
凌宝汽车	中国	435	0.02%	202012
江铃集团新能源	中国	432	0.02%	202012
北汽制造	中国	349	0.01%	202012
北汽新能源	中国	343	0.01%	202012
陆风	中国	329	0.01%	202012
长城	中国	212	0.01%	202012
北汽昌河	中国	197	0.01%	202012
长安凯程	中国	182	0.01%	202012
福田乘用车	中国	137	0.01%	202012
开瑞	中国	109	-	202012
五十铃	日本	105	-	202012
福田	中国	100	-	202012
江铃	中国	62	-	202012
SERES赛力斯	中国	62	-	202012
东风风度	中国	49	-	202012
DS	法国	46	-	202012
合创汽车	中国	28	-	202012
力帆汽车	中国	7	-	202012
大众	德国	206270	10.37%	202101
丰田	日本	172637	8.68%	202101
本田	日本	147490	7.41%	202101
吉利汽车	中国	129644	6.52%	202101
长安	中国	114048	5.73%	202101
日产	日本	109593	5.51%	202101
哈弗	中国	94474	4.75%	202101
别克	美国	86910	4.37%	202101
奥迪	德国	80008	4.02%	202101
宝马	德国	73333	3.69%	202101
奔驰	德国	68412	3.44%	202101
五菱汽车	中国	60933	3.06%	202101
奇瑞	中国	50538	2.54%	202101
比亚迪	中国	42094	2.12%	202101
长安欧尚	中国	40817	2.05%	202101
现代	韩国	40191	2.02%	202101
荣威	中国	37426	1.88%	202101
广汽传祺	中国	34400	1.73%	202101
红旗	中国	32526	1.64%	202101
福特	美国	26189	1.32%	202101
领克	中国	25501	1.28%	202101
凯迪拉克	美国	23202	1.17%	202101
起亚	韩国	20357	1.02%	202101
名爵	中国	19827	1%	202101
雪佛兰	美国	19407	0.98%	202101
沃尔沃	瑞典	19200	0.97%	202101
捷途	中国	14728	0.74%	202101
捷达	德国	14430	0.73%	202101
宝骏	中国	14006	0.7%	202101
马自达	日本	13678	0.69%	202101
东风风光	中国	13130	0.66%	202101
东风风行	中国	11479	0.58%	202101
江汽集团	中国	8988	0.45%	202101
奔腾	中国	7762	0.39%	202101
蔚来	中国	7748	0.39%	202101
北京汽车	中国	6667	0.34%	202101
启辰	中国	6189	0.31%	202101
英菲尼迪	日本	6152	0.31%	202101
魏牌	中国	6000	0.3%	202101
思皓	中国	5845	0.29%	202101
金杯	中国	5761	0.29%	202101
路虎	英国	5595	0.28%	202101
三菱	日本	5569	0.28%	202101
小鹏汽车	中国	5180	0.26%	202101
标致	法国	4679	0.24%	202101
上汽大通MAXUS	中国	4531	0.23%	202101
SWM斯威汽车	中国	3807	0.19%	202101
东风风神	中国	3780	0.19%	202101
东风小康	中国	3260	0.16%	202101
东风	中国	2676	0.13%	202101
星途	中国	2621	0.13%	202101
新宝骏	中国	2618	0.13%	202101
Jeep	美国	2502	0.13%	202101
哪吒汽车	中国	2195	0.11%	202101
威马汽车	中国	2040	0.1%	202101
雪铁龙	法国	1873	0.09%	202101
北京	中国	1757	0.09%	202101
零跑汽车	中国	1668	0.08%	202101
凯翼	中国	1455	0.07%	202101
观致	中国	1423	0.07%	202101
东南	中国	1214	0.06%	202101
吉利几何	中国	1181	0.06%	202101
中国重汽VGV	中国	1008	0.05%	202101
讴歌	日本	825	0.04%	202101
宝沃	德国	721	0.04%	202101
斯柯达	捷克	678	0.03%	202101
爱驰	中国	643	0.03%	202101
国机智骏	中国	627	0.03%	202101
铃木	日本	562	0.03%	202101
福田乘用车	中国	546	0.03%	202101
凌宝汽车	中国	537	0.03%	202101
云度	中国	519	0.03%	202101
睿蓝汽车	中国	502	0.03%	202101
腾势	中国	459	0.02%	202101
理念	中国	323	0.02%	202101
北汽昌河	中国	281	0.01%	202101
开瑞	中国	233	0.01%	202101
福汽启腾	中国	222	0.01%	202101
江铃集团新能源	中国	153	0.01%	202101
海马	中国	147	0.01%	202101
北汽制造	中国	128	0.01%	202101
瑞驰新能源	中国	120	0.01%	202101
五十铃	日本	110	0.01%	202101
SERES赛力斯	中国	83	-	202101
江铃	中国	73	-	202101
北汽新能源	中国	23	-	202101
合创汽车	中国	17	-	202101
雷诺	法国	15	-	202101
DS	法国	5	-	202101
大众	德国	117199	10.46%	202102
丰田	日本	91551	8.17%	202102
本田	日本	87529	7.81%	202102
长安	中国	81934	7.31%	202102
吉利汽车	中国	64860	5.79%	202102
哈弗	中国	61067	5.45%	202102
别克	美国	52460	4.68%	202102
日产	日本	51927	4.63%	202102
奥迪	德国	43588	3.89%	202102
奔驰	德国	43152	3.85%	202102
宝马	德国	41696	3.72%	202102
五菱汽车	中国	40957	3.65%	202102
奇瑞	中国	33844	3.02%	202102
长安欧尚	中国	23634	2.11%	202102
比亚迪	中国	20695	1.85%	202102
现代	韩国	19080	1.7%	202102
名爵	中国	16795	1.5%	202102
广汽传祺	中国	13711	1.22%	202102
红旗	中国	13009	1.16%	202102
荣威	中国	12813	1.14%	202102
凯迪拉克	美国	12500	1.12%	202102
领克	中国	11825	1.05%	202102
雪佛兰	美国	11659	1.04%	202102
福特	美国	10371	0.93%	202102
起亚	韩国	9872	0.88%	202102
沃尔沃	瑞典	9339	0.83%	202102
马自达	日本	8307	0.74%	202102
东风风光	中国	8226	0.73%	202102
宝骏	中国	8027	0.72%	202102
捷达	德国	7918	0.71%	202102
东风风行	中国	7881	0.7%	202102
捷途	中国	7184	0.64%	202102
蔚来	中国	5890	0.53%	202102
魏牌	中国	5482	0.49%	202102
江汽集团	中国	5241	0.47%	202102
金杯	中国	4230	0.38%	202102
路虎	英国	3404	0.3%	202102
思皓	中国	3278	0.29%	202102
英菲尼迪	日本	3271	0.29%	202102
奔腾	中国	3261	0.29%	202102
SWM斯威汽车	中国	3117	0.28%	202102
三菱	日本	3068	0.27%	202102
小鹏汽车	中国	3035	0.27%	202102
Jeep	美国	2501	0.22%	202102
斯柯达	捷克	2461	0.22%	202102
启辰	中国	2298	0.21%	202102
标致	法国	2236	0.2%	202102
东风小康	中国	2015	0.18%	202102
东风风神	中国	2002	0.18%	202102
哪吒汽车	中国	2002	0.18%	202102
东风	中国	1897	0.17%	202102
上汽大通MAXUS	中国	1862	0.17%	202102
北京汽车	中国	1839	0.16%	202102
北京	中国	1066	0.1%	202102
凯翼	中国	1033	0.09%	202102
威马汽车	中国	1006	0.09%	202102
星途	中国	918	0.08%	202102
雪铁龙	法国	752	0.07%	202102
新宝骏	中国	717	0.06%	202102
吉利几何	中国	536	0.05%	202102
爱驰	中国	518	0.05%	202102
海马	中国	463	0.04%	202102
福汽启腾	中国	430	0.04%	202102
东南	中国	395	0.04%	202102
零跑汽车	中国	393	0.04%	202102
中国重汽VGV	中国	381	0.03%	202102
讴歌	日本	362	0.03%	202102
凌宝汽车	中国	303	0.03%	202102
云度	中国	281	0.03%	202102
宝沃	德国	281	0.03%	202102
开瑞	中国	263	0.02%	202102
福田乘用车	中国	249	0.02%	202102
国机智骏	中国	219	0.02%	202102
北汽威旺	中国	200	0.02%	202102
北汽制造	中国	169	0.02%	202102
铃木	日本	147	0.01%	202102
北汽昌河	中国	144	0.01%	202102
腾势	中国	122	0.01%	202102
睿蓝汽车	中国	98	0.01%	202102
理念	中国	86	0.01%	202102
江铃集团新能源	中国	74	0.01%	202102
瑞驰新能源	中国	64	0.01%	202102
DS	法国	61	0.01%	202102
五十铃	日本	57	0.01%	202102
雷诺	法国	41	-	202102
江铃	中国	34	-	202102
SERES赛力斯	中国	13	-	202102
合创汽车	中国	5	-	202102
新特汽车	中国	3	-	202102
力帆汽车	中国	2	-	202102
陆风	中国	1	-	202102
北汽新能源	中国	1	-	202102
大众	德国	237408	13.16%	202103
丰田	日本	152434	8.45%	202103
本田	日本	146207	8.1%	202103
长安	中国	83737	4.64%	202103
别克	美国	83036	4.6%	202103
五菱汽车	中国	82767	4.59%	202103
吉利汽车	中国	82668	4.58%	202103
日产	日本	73800	4.09%	202103
奥迪	德国	67188	3.72%	202103
哈弗	中国	67187	3.72%	202103
宝马	德国	65543	3.63%	202103
奔驰	德国	63272	3.51%	202103
奇瑞	中国	52609	2.92%	202103
比亚迪	中国	39985	2.22%	202103
现代	韩国	37060	2.05%	202103
长安欧尚	中国	30200	1.67%	202103
名爵	中国	29226	1.62%	202103
荣威	中国	28414	1.57%	202103
广汽传祺	中国	26148	1.45%	202103
红旗	中国	24525	1.36%	202103
雪佛兰	美国	23546	1.31%	202103
凯迪拉克	美国	22501	1.25%	202103
福特	美国	18692	1.04%	202103
捷达	德国	17858	0.99%	202103
宝骏	中国	16496	0.91%	202103
领克	中国	16390	0.91%	202103
马自达	日本	15781	0.87%	202103
沃尔沃	瑞典	14410	0.8%	202103
东风风光	中国	14067	0.78%	202103
捷途	中国	13596	0.75%	202103
东风风行	中国	12295	0.68%	202103
起亚	韩国	9456	0.52%	202103
金杯	中国	8865	0.49%	202103
魏牌	中国	8499	0.47%	202103
思皓	中国	7625	0.42%	202103
蔚来	中国	7449	0.41%	202103
江汽集团	中国	6524	0.36%	202103
三菱	日本	6280	0.35%	202103
奔腾	中国	5618	0.31%	202103
标致	法国	5188	0.29%	202103
北京汽车	中国	5028	0.28%	202103
斯柯达	捷克	4963	0.28%	202103
启辰	中国	4793	0.27%	202103
路虎	英国	4773	0.26%	202103
英菲尼迪	日本	4573	0.25%	202103
东风风神	中国	4499	0.25%	202103
小鹏汽车	中国	4423	0.25%	202103
东风小康	中国	3907	0.22%	202103
上汽大通MAXUS	中国	3374	0.19%	202103
SWM斯威汽车	中国	3289	0.18%	202103
哪吒汽车	中国	3246	0.18%	202103
零跑汽车	中国	2863	0.16%	202103
Jeep	美国	2523	0.14%	202103
威马汽车	中国	2503	0.14%	202103
星途	中国	2207	0.12%	202103
东风	中国	2126	0.12%	202103
北京	中国	2019	0.11%	202103
雪铁龙	法国	1979	0.11%	202103
凯翼	中国	1885	0.1%	202103
海马	中国	1711	0.09%	202103
新宝骏	中国	1500	0.08%	202103
吉利几何	中国	971	0.05%	202103
